SeqNo;Type;DHID;Parent;Name;Latitude;Longitude;MunicipalityCode;Municipality;DistrictCode;District;Description;Authority;DelfiName;THID;TariffProvider;LastOperationDate;SEV
251655;Q;de:09676:50518:0:2;de:09676:50518;Elsenfeld, Sportfeld 02;49,834799;9,157453;00000000;-;-;-;;BEG;-;-;-;;nein
251656;S;de:09676:50519;de:09676:50519;Erlenbach (Main);49,803635;9,154435;09676122;Erlenbach a. Main;;;;BEG;-;D925CC00C557;-;2026-12-12T00:00:00;nein
251657;A;de:09676:50519:1;de:09676:50519;Zug;49,803635;9,154453;00000000;-;-;-;;BEG;-;-;-;;nein
251658;A;de:09676:50519:2;de:09676:50519;Bus;49,80451;9,154884;00000000;-;-;-;;BEG;-;-;-;;nein
251659;A;de:09676:50519:80;de:09676:50519;P+R;49,804632;9,155099;00000000;-;-;-;;BEG;-;-;-;;nein
251660;A;de:09676:50519:81;de:09676:50519;B+R;49,804406;9,154848;00000000;-;-;-;;BEG;-;-;-;;nein
251661;A;de:09676:50519:90;de:09676:50519;Eingang Nord;49,804562;9,154884;00000000;-;-;-;;BEG;-;-;-;;nein
251662;A;de:09676:50519:91;de:09676:50519;Eingang Süd;49,803397;9,154587;00000000;-;-;-;;BEG;-;-;-;;nein
251663;A;de:09676:50519:92;de:09676:50519;Eingang Mitte;49,804197;9,154857;00000000;-;-;-;;BEG;-;-;-;;nein
251664;Q;de:09676:50519:1:1;de:09676:50519:1;Gleis 1;49,804458;9,154569;00000000;-;-;-;;BEG;-;-;-;;nein
251665;Q;de:09676:50519:2:1;de:09676:50519:2;Bus 1;49,804533;9,154929;00000000;-;-;-;;BEG;-;-;-;;nein
251666;Q;de:09676:50519:2:3;de:09676:50519:2;Bus 3;49,804574;9,154911;00000000;-;-;-;;BEG;-;-;-;;nein
251667;S;de:09676:50520;de:09676:50520;Erlenbach/M., Raiffeisenbank;49,802568;9,160543;09676122;Erlenbach a. Main;;;;BEG;-;D925CC00C558;-;2026-12-12T00:00:00;nein
251668;Q;de:09676:50520:0:1;de:09676:50520;Erlenbach/M., Raiffeisenbank 01;49,802568;9,160561;00000000;-;-;-;;BEG;-;-;-;;nein
251669;Q;de:09676:50520:0:2;de:09676:50520;Erlenbach/M., Raiffeisenbank 02;49,802568;9,160534;00000000;-;-;-;;BEG;-;-;-;;nein
251670;S;de:09676:50521;de:09676:50521;Erlenbach/M., Krankenhaus;49,809855;9,167918;09676122;Erlenbach a. Main;;;;BEG;-;D925CC00C559;-;2026-12-12T00:00:00;nein
251671;Q;de:09676:50521:0:1;de:09676:50521;Erlenbach/M., Krankenhaus 01;49,809925;9,168107;00000000;-;-;-;;BEG;-;-;-;;nein
251672;Q;de:09676:50521:0:2;de:09676:50521;Erlenbach/M., Krankenhaus 02;49,809786;9,16773;00000000;-;-;-;;BEG;-;-;-;;nein
251673;S;de:09676:50522;de:09676:50522;Elsenfeld, Dammfeldstr.;49,835408;9,158459;09676121;Elsenfeld;;;;BEG;-;D925CC00C55A;-;1999-12-31T00:00:00;nein
251674;Q;de:09676:50522:0:1;de:09676:50522;Elsenfeld, Dammfeldstr. 01;49,835408;9,158459;00000000;-;-;-;;BEG;-;-;-;;nein
251675;S;de:09676:50523;de:09676:50523;Eisenbach, Altes Rathaus;49,832024;9,1126;09676145;Obernburg a. Main;;;;BEG;-;D925CC00C55B;-;2026-12-11T00:00:00;nein
251676;Q;de:09676:50523:0:1;de:09676:50523;Eisenbach, Altes Rathaus1;49,832024;9,1126;00000000;-;-;-;;BEG;-;-;-;;nein
251677;S;de:09676:50524;de:09676:50524;Eisenbach, Gh. Post;49,835871;9,114567;09676145;Obernburg a. Main;;;;BEG;-;D925CC00C55C;-;2026-12-12T00:00:00;nein
251678;Q;de:09676:50524:0:1;de:09676:50524;Eisenbach, Gh. Post 01;49,835773;9,115106;00000000;-;-;-;;BEG;-;-;-;;nein
251679;Q;de:09676:50524:0:2;de:09676:50524;Eisenbach, Gh. Post 02;49,835964;9,114019;00000000;-;-;-;;BEG;-;-;-;;nein
251680;S;de:09676:50525;de:09676:50525;Eisenbach, Wimag;49,835332;9,114379;09676145;Obernburg a. Main;;;;BEG;-;D925CC00C55D;-;2026-12-11T00:00:00;nein
251681;Q;de:09676:50525:0:1;de:09676:50525;Eisenbach, Wimag 01;49,835332;9,114379;00000000;-;-;-;;BEG;-;-;-;;nein
251682;S;de:09676:50526;de:09676:50526;Großwallstadt, Feuerwehr;49,884632;9,152719;09676126;Großwallstadt;;;;BEG;-;D925CC00C55E;-;2026-12-12T00:00:00;nein
251683;Q;de:09676:50526:0:1;de:09676:50526;Großwallstadt, Feuerwehr 01;49,884649;9,152872;00000000;-;-;-;;BEG;-;-;-;;nein
251684;Q;de:09676:50526:0:2;de:09676:50526;Großwallstadt, Feuerwehr 02;49,884614;9,152557;00000000;-;-;-;;BEG;-;-;-;;nein
251685;S;de:09676:50527;de:09676:50527;Großwallstadt, Schule;49,882942;9,153141;09676126;Großwallstadt;;;;BEG;-;D925CC00C55F;-;2026-12-12T00:00:00;nein
251686;Q;de:09676:50527:0:1;de:09676:50527;Großwallstadt, Schule 01;49,882953;9,153123;00000000;-;-;-;;BEG;-;-;-;;nein
251687;Q;de:09676:50527:0:2;de:09676:50527;Großwallstadt, Schule 02;49,88293;9,153168;00000000;-;-;-;;BEG;-;-;-;;nein
251688;S;de:09676:50528;de:09676:50528;Großwallstadt, Quellenstraße;49,883769;9,147625;09676126;Großwallstadt;;;;BEG;-;D925CC00C560;-;2026-12-12T00:00:00;nein
251689;Q;de:09676:50528:0:1;de:09676:50528;Großwallstadt, Quellenstraße 01;49,883792;9,147841;00000000;-;-;-;;BEG;-;-;-;;nein
251690;Q;de:09676:50528:0:2;de:09676:50528;Großwallstadt, Quellenstraße 02;49,883746;9,14741;00000000;-;-;-;;BEG;-;-;-;;nein
251691;S;de:09676:50529;de:09676:50529;Obernburg, Nord;49,850232;9,152898;09676145;Obernburg a. Main;;;;BEG;-;D925CC00C561;-;2026-12-12T00:00:00;nein
251692;Q;de:09676:50529:0:1;de:09676:50529;Obernburg, Nord 01;49,850082;9,152791;00000000;-;-;-;;BEG;-;-;-;;nein
251693;Q;de:09676:50529:0:2;de:09676:50529;Obernburg, Nord 02;49,850383;9,153006;00000000;-;-;-;;BEG;-;-;-;;nein
251694;S;de:09676:50531;de:09676:50531;Obernburg, Berufsschulstr.;49,846768;9,149233;09676145;Obernburg a. Main;;;;BEG;-;D925CC00C563;-;2026-12-12T00:00:00;nein
251695;Q;de:09676:50531:0:1;de:09676:50531;Obernburg, Berufsschulstr. 01;49,846815;9,149072;00000000;-;-;-;;BEG;-;-;-;;nein
251696;Q;de:09676:50531:0:2;de:09676:50531;Obernburg, Berufsschulstr. 02;49,846728;9,149386;00000000;-;-;-;;BEG;-;-;-;;nein
251697;S;de:09676:50534;de:09676:50534;Obernburg, Erlenweg;49,837801;9,122634;09676145;Obernburg a. Main;;;;BEG;-;D925CC00C566;-;2026-12-11T00:00:00;nein
251698;Q;de:09676:50534:0:1;de:09676:50534;Obernburg, Erlenweg 01;49,837766;9,122796;00000000;-;-;-;;BEG;-;-;-;;nein
251699;Q;de:09676:50534:0:2;de:09676:50534;Obernburg, Erlenweg 02;49,837841;9,122464;00000000;-;-;-;;BEG;-;-;-;;nein
251700;S;de:09676:50535;de:09676:50535;Obernburg, Bayernstr.;49,835732;9,136262;09676145;Obernburg a. Main;;;;BEG;-;D925CC00C567;-;2026-12-11T00:00:00;nein
251701;Q;de:09676:50535:0:1;de:09676:50535;Obernburg, Bayernstr. 01;49,835732;9,136262;00000000;-;-;-;;BEG;-;-;-;;nein
251702;S;de:09676:50536;de:09676:50536;Obernburg, Ludwigstrasse;49,836567;9,12303;09676145;Obernburg a. Main;-;-;;BEG;-;D925CC00C568;-;1999-12-31T00:00:00;nein
251703;Q;de:09676:50536:0:1;de:09676:50536;Obernburg, Ludwigstrasse 01;49,836567;9,12303;00000000;-;-;-;Obernburg, Ludwigstrasse 01;BEG;-;-;-;;nein
251704;S;de:09676:50538;de:09676:50538;Obernburg, Mömlingtalring;49,836259;9,11702;09676145;Obernburg a. Main;;;;BEG;-;D925CC00C56A;-;2026-12-11T00:00:00;nein
251705;Q;de:09676:50538:0:1;de:09676:50538;Obernburg, Mömlingtalring 01;49,836259;9,11702;00000000;-;-;-;;BEG;-;-;-;;nein
251706;Q;de:09676:50538:0:2;de:09676:50538;Obernburg, Mömlingtalring 02;49,836259;9,11702;00000000;-;-;-;;BEG;-;-;-;;nein
251707;S;de:09676:50544;de:09676:50544;Großwallstadt, Am Südkreisel;49,872915;9,151704;09676126;Großwallstadt;;;;BEG;-;D925CC00C570;-;2026-12-12T00:00:00;nein
251708;Q;de:09676:50544:0:1;de:09676:50544;Großwallstadt, Am Südkreisel 01;49,872921;9,151713;00000000;-;-;-;;BEG;-;-;-;;nein
251709;Q;de:09676:50544:0:2;de:09676:50544;Großwallstadt, Am Südkreisel  02;49,872915;9,151704;00000000;-;-;-;;BEG;-;-;-;;nein
251710;S;de:09676:50725;de:09676:50725;Mömlingen, Spessartstr.;49,862145;9,079066;09676140;Mömlingen;;;;BEG;-;D925CC00C625;-;2026-12-12T00:00:00;nein
251711;Q;de:09676:50725:0:1;de:09676:50725;Mömlingen, Spessartstr. 01;49,861879;9,079102;00000000;-;-;-;;BEG;-;-;-;;nein
251712;Q;de:09676:50725:0:2;de:09676:50725;Mömlingen, Spessartstr. 02;49,862418;9,07903;00000000;-;-;-;;BEG;-;-;-;;nein
251713;S;de:09676:50728;de:09676:50728;Mömlingen, Schöne Aussicht;49,854906;9,086342;09676140;Mömlingen;;;;BEG;-;D925CC00C628;-;2026-12-12T00:00:00;nein
251714;Q;de:09676:50728:0:1;de:09676:50728;Mömlingen, Schöne Aussicht 01;49,854912;9,086279;00000000;-;-;-;;BEG;-;-;-;;nein
251715;Q;de:09676:50728:0:2;de:09676:50728;Mömlingen, Schöne Aussicht 02;49,854901;9,086414;00000000;-;-;-;;BEG;-;-;-;;nein
251716;S;de:09676:50729;de:09676:50729;Mömlingen, Bahnhofstr.;49,852219;9,083135;09676140;Mömlingen;;;;BEG;-;D925CC00C629;-;2026-12-11T00:00:00;nein
251717;Q;de:09676:50729:0:1;de:09676:50729;Mömlingen, Bahnhofstr. 01;49,852219;9,083135;00000000;-;-;-;;BEG;-;-;-;;nein
251718;Q;de:09676:50729:0:2;de:09676:50729;Mömlingen, Bahnhofstr. 02;49,851848;9,082264;00000000;-;-;-;;BEG;-;-;-;;nein
251719;S;de:09676:50744;de:09676:50744;Mömlingen, Sportplatz;49,85936;9,079856;09676140;Mömlingen;;;;BEG;-;D925CC00C638;-;2026-12-12T00:00:00;nein
251720;Q;de:09676:50744:0:1;de:09676:50744;Mömlingen, Sportplatz 01;49,859314;9,080108;00000000;-;-;-;;BEG;-;-;-;;nein
251721;Q;de:09676:50744:0:2;de:09676:50744;Mömlingen, Sportplatz 02;49,859406;9,079596;00000000;-;-;-;;BEG;-;-;-;;nein
251722;S;de:09676:50745;de:09676:50745;Mömlingen, Gewerbegebiet;49,850673;9,078994;09676140;Mömlingen;;;;BEG;-;D925CC00C639;-;2026-12-11T00:00:00;nein
251723;Q;de:09676:50745:0:2;de:09676:50745;Mömlingen, Gewerbegebiet 02;49,850673;9,078994;00000000;-;-;-;;BEG;-;-;-;;nein
251724;S;de:09676:50753;de:09676:50753;Mömlingen, Kreisel;49,854084;9,085911;09676140;Mömlingen;;;;BEG;-;D925CC00C641;-;2026-12-11T00:00:00;nein
251725;Q;de:09676:50753:0:2;de:09676:50753;Mömlingen, Kreisel 02;49,854918;9,086288;00000000;-;-;-;;BEG;-;-;-;;nein
251726;S;de:09676:50818;de:09676:50818;Hobbach, Schullandheim;49,857565;9,281941;09676123;Eschau;;;;BEG;-;D925CC00C682;-;2026-12-12T00:00:00;nein
251727;Q;de:09676:50818:0:1;de:09676:50818;Hobbach, Schullandheim 01;49,857565;9,281941;00000000;-;-;-;;BEG;-;-;-;;nein
251728;Q;de:09676:50818:0:2;de:09676:50818;Hobbach, Schullandheim 02;49,857663;9,282525;00000000;-;-;-;;BEG;-;-;-;;nein
251729;S;de:09676:50819;de:09676:50819;Hobbach, Mitte;49,853377;9,277405;09676123;Eschau;;;;BEG;-;D925CC00C683;-;2026-12-12T00:00:00;nein
251730;Q;de:09676:50819:0:1;de:09676:50819;Hobbach, Mitte 01;49,853291;9,277252;00000000;-;-;-;;BEG;-;-;-;;nein
251731;Q;de:09676:50819:0:2;de:09676:50819;Hobbach, Mitte 02;49,853377;9,277405;00000000;-;-;-;;BEG;-;-;-;;nein
251732;S;de:09676:50820;de:09676:50820;Hobbach, Morgengarten;49,849931;9,274692;09676123;Eschau;;;;BEG;-;D925CC00C684;-;2026-12-12T00:00:00;nein
251733;Q;de:09676:50820:0:1;de:09676:50820;Hobbach, Morgengarten 01;49,850105;9,274656;00000000;-;-;-;;BEG;-;-;-;;nein
251734;Q;de:09676:50820:0:2;de:09676:50820;Hobbach, Morgengarten 02;49,849931;9,274692;00000000;-;-;-;;BEG;-;-;-;;nein
251735;S;de:09676:50821;de:09676:50821;Sommerau, Abzw. Unteraulenbach;49,840077;9,272716;09676123;Eschau;;;;BEG;-;D925CC00C685;-;2026-12-12T00:00:00;nein
251736;Q;de:09676:50821:0:1;de:09676:50821;Sommerau, Abzw. Unteraulenbach 01;49,840419;9,272689;00000000;-;-;-;;BEG;-;-;-;;nein
251737;Q;de:09676:50821:0:2;de:09676:50821;Sommerau, Abzw. Unteraulenbach 02;49,840077;9,272716;00000000;-;-;-;;BEG;-;-;-;;nein
251738;S;de:09676:50822;de:09676:50822;Sommerau, Hesselsmühle;49,833542;9,264829;09676123;Eschau;;;;BEG;-;D925CC00C686;-;2026-12-12T00:00:00;nein
251739;Q;de:09676:50822:0:1;de:09676:50822;Sommerau, Hesselsmühle 01;49,834179;9,265655;00000000;-;-;-;;BEG;-;-;-;;nein
251740;Q;de:09676:50822:0:2;de:09676:50822;Sommerau, Hesselsmühle 02;49,83291;9,263993;00000000;-;-;-;;BEG;-;-;-;;nein
251741;S;de:09676:50823;de:09676:50823;Eschau, Elsavabrücke;49,822178;9,254839;09676123;Eschau;;;;BEG;-;D925CC00C687;-;2026-12-12T00:00:00;nein
251742;Q;de:09676:50823:0:1;de:09676:50823;Eschau, Elsavabrücke 01;49,822178;9,254839;00000000;-;-;-;;BEG;-;-;-;;nein
251743;S;de:09676:50824;de:09676:50824;Altenbuch, Unterdorf;49,823679;9,411703;09676111;Altenbuch;;;;BEG;-;D925CC00C688;-;2026-12-12T00:00:00;nein
251744;Q;de:09676:50824:0:1;de:09676:50824;Altenbuch, Unterdorf 01;49,823679;9,411703;00000000;-;-;-;;BEG;-;-;-;;nein
251745;Q;de:09676:50824:0:2;de:09676:50824;Altenbuch, Unterdorf 02;49,823587;9,412332;00000000;-;-;-;;BEG;-;-;-;;nein
251746;S;de:09676:50825;de:09676:50825;Altenbuch, Mitte;49,823963;9,406852;09676111;Altenbuch;;;;BEG;-;D925CC00C689;-;2026-12-12T00:00:00;nein
251747;Q;de:09676:50825:0:1;de:09676:50825;Altenbuch, Mitte 01;49,823963;9,406852;00000000;-;-;-;;BEG;-;-;-;;nein
251748;Q;de:09676:50825:0:2;de:09676:50825;Altenbuch, Mitte 02;49,823876;9,407131;00000000;-;-;-;;BEG;-;-;-;;nein
251749;S;de:09676:50826;de:09676:50826;Altenbuch, Oberdorf;49,827481;9,400438;09676111;Altenbuch;;;;BEG;-;D925CC00C68A;-;2026-12-12T00:00:00;nein
251750;Q;de:09676:50826:0:1;de:09676:50826;Altenbuch, Oberdorf 01;49,827481;9,400438;00000000;-;-;-;;BEG;-;-;-;;nein
251751;Q;de:09676:50826:0:2;de:09676:50826;Altenbuch, Oberdorf 02;49,827481;9,400438;00000000;-;-;-;;BEG;-;-;-;;nein
251752;S;de:09676:50827;de:09676:50827;Wildensee, Friedhof;49,83032;9,355828;09676123;Eschau;;;;BEG;-;D925CC00C68B;-;2026-12-12T00:00:00;nein
251753;Q;de:09676:50827:0:1;de:09676:50827;Wildensee, Friedhof 01;49,83032;9,355828;00000000;-;-;-;;BEG;-;-;-;;nein
251754;Q;de:09676:50827:0:2;de:09676:50827;Wildensee, Friedhof 02;49,83032;9,355828;00000000;-;-;-;;BEG;-;-;-;;nein
251755;S;de:09676:50828;de:09676:50828;Wildensee, Feuerwehrhaus;49,826513;9,35554;09676123;Eschau;;;;BEG;-;D925CC00C68C;-;2026-12-12T00:00:00;nein
251756;Q;de:09676:50828:0:1;de:09676:50828;Wildensee, Feuerwehrhaus 01;49,826513;9,35554;00000000;-;-;-;;BEG;-;-;-;;nein
251757;Q;de:09676:50828:0:2;de:09676:50828;Wildensee, Feuerwehrhaus 02;49,826513;9,35554;00000000;-;-;-;;BEG;-;-;-;;nein
251758;S;de:09676:50829;de:09676:50829;Wildensee, Hasselgasse;49,82325;9,355127;09676123;Eschau;;;;BEG;-;D925CC00C68D;-;2026-12-12T00:00:00;nein
251759;Q;de:09676:50829:0:1;de:09676:50829;Wildensee, Hasselgasse 01;49,82325;9,355127;00000000;-;-;-;;BEG;-;-;-;;nein
251760;Q;de:09676:50829:0:2;de:09676:50829;Wildensee, Hasselgasse 02;49,822816;9,355136;00000000;-;-;-;;BEG;-;-;-;;nein
251761;S;de:09676:50830;de:09676:50830;Eschau, Wildenseer Str.;49,819101;9,260256;09676123;Eschau;;;;BEG;-;D925CC00C68E;-;2026-12-12T00:00:00;nein
251762;Q;de:09676:50830:0:1;de:09676:50830;Eschau, Wildenseer Str. 01;49,819101;9,260256;00000000;-;-;-;;BEG;-;-;-;;nein
251763;Q;de:09676:50830:0:2;de:09676:50830;Eschau, Wildenseer Str. 02;49,819048;9,260319;00000000;-;-;-;;BEG;-;-;-;;nein
251764;S;de:09676:50831;de:09676:50831;Hobbach, Dillhof;49,845482;9,273192;09676123;Eschau;;;;BEG;-;D925CC00C68F;-;2026-12-12T00:00:00;nein
251765;Q;de:09676:50831:0:1;de:09676:50831;-;49,845482;9,273192;00000000;-;-;-;;BEG;-;-;-;;nein
251766;Q;de:09676:50831:0:2;de:09676:50831;Hobbach, Dillhof 02;49,845482;9,273192;00000000;-;-;-;;BEG;-;-;-;;nein
251767;S;de:09676:50833;de:09676:50833;Mönchberg, Wolzmühle;49,80015;9,251632;09676141;Mönchberg;;;;BEG;-;D925CC00C691;-;2026-12-12T00:00:00;nein
251768;Q;de:09676:50833:0:1;de:09676:50833;Wolzmühle 01;49,80015;9,251632;00000000;-;-;-;;BEG;-;-;-;;nein
251769;S;de:09676:50834;de:09676:50834;Braunwarthsmühle;49,80204;9,246817;09676141;Mönchberg;;;;BEG;-;D925CC00C692;-;2026-12-12T00:00:00;nein
251770;Q;de:09676:50834:0:1;de:09676:50834;Braunwarthsmühle 01;49,80204;9,246817;00000000;-;-;-;;BEG;-;-;-;;nein
251771;S;de:09676:50840;de:09676:50840;Mönchberg, Freizeitanlage;49,793064;9,265206;09676141;Mönchberg;;;;BEG;-;D925CC00C698;-;2026-12-12T00:00:00;nein
251772;Q;de:09676:50840:0:1;de:09676:50840;Mönchberg, Freizeitanlage 01;49,793226;9,264882;00000000;-;-;-;;BEG;-;-;-;;nein
251773;Q;de:09676:50840:0:2;de:09676:50840;Mönchberg, Freizeitanlage 02;49,792902;9,265538;00000000;-;-;-;;BEG;-;-;-;;nein
251774;S;de:09676:50908;de:09676:50908;Rück, Schule;49,829793;9,209277;09676121;Elsenfeld;;;;BEG;-;D925CC00C6DC;-;2026-12-11T00:00:00;nein
251775;Q;de:09676:50908:0:1;de:09676:50908;Rück, Schule 01;49,829793;9,209277;00000000;-;-;-;;BEG;-;-;-;;nein
251776;S;de:09676:50913;de:09676:50913;Trennfurt, Apotheke;49,778019;9,174979;09676134;Klingenberg a. Main;;;;BEG;-;D925CC00C6E1;-;2026-12-11T00:00:00;nein
251777;Q;de:09676:50913:0:1;de:09676:50913;Trennfurt, Apotheke 01;49,778019;9,174979;00000000;-;-;-;;BEG;-;-;-;;nein
251778;S;de:09676:50914;de:09676:50914;Trennfurt, Albertwerke;49,780797;9,17603;09676134;Klingenberg a. Main;;;;BEG;-;D925CC00C6E2;-;2026-12-11T00:00:00;nein
251779;Q;de:09676:50914:0:1;de:09676:50914;Trennfurt, Albertwerke 01;49,780589;9,176309;00000000;-;-;-;;BEG;-;-;-;;nein
251780;Q;de:09676:50914:0:2;de:09676:50914;Trennfurt, Albertwerke 02;49,780797;9,17603;00000000;-;-;-;;BEG;-;-;-;;nein
251781;S;de:09676:50915;de:09676:50915;Trennfurt, Kirche;49,775635;9,177512;09676134;Klingenberg a. Main;;;;BEG;-;D925CC00C6E3;-;2026-12-11T00:00:00;nein
251782;Q;de:09676:50915:0:1;de:09676:50915;Trennfurt, Kirche 01;49,775687;9,177602;00000000;-;-;-;;BEG;-;-;-;;nein
251783;Q;de:09676:50915:0:2;de:09676:50915;Trennfurt, Kirche 02;49,775635;9,177512;00000000;-;-;-;;BEG;-;-;-;;nein
251784;S;de:09676:50918;de:09676:50918;Klingenberg/M., Bahnhof Westseite;49,781354;9,175806;09676134;Klingenberg a. Main;;;;BEG;-;D925CC00C6E6;-;2026-12-11T00:00:00;nein
251785;Q;de:09676:50918:0:1;de:09676:50918;Klingenberg/M., Bahnhof Westseite 01;49,781354;9,175806;00000000;-;-;-;;BEG;-;-;-;;nein
251786;S;de:09676:50919;de:09676:50919;Klingenberg/M., Marktplatz;49,783297;9,182408;09676134;Klingenberg a. Main;;;;BEG;-;D925CC00C6E7;-;2026-12-12T00:00:00;nein
251787;Q;de:09676:50919:0:1;de:09676:50919;Klingenberg/M., Marktplatz 01;49,78328;9,182444;00000000;-;-;-;;BEG;-;-;-;;nein
251788;Q;de:09676:50919:0:2;de:09676:50919;Klingenberg/M., Marktplatz 02;49,783321;9,182381;00000000;-;-;-;;BEG;-;-;-;;nein
251789;S;de:09676:50920;de:09676:50920;Trennfurt, Limesstr.;49,779922;9,172805;09676134;Klingenberg a. Main;;;;BEG;-;D925CC00C6E8;-;2026-12-11T00:00:00;nein
251790;Q;de:09676:50920:0:1;de:09676:50920;Trennfurt, Limesstr. 01;49,779904;9,172805;00000000;-;-;-;;BEG;-;-;-;;nein
251791;Q;de:09676:50920:0:2;de:09676:50920;Trennfurt, Limesstr. 02;49,779945;9,172796;00000000;-;-;-;;BEG;-;-;-;;nein
251792;S;de:09676:50922;de:09676:50922;Glanzstoffwerke, Tor 4;49,824485;9,146206;09676121;Elsenfeld;;;;BEG;-;D925CC00C6EA;-;2026-12-11T00:00:00;nein
251793;Q;de:09676:50922:0:1;de:09676:50922;Glanzstoffwerke, Tor 4 01;49,82609;9,148021;00000000;-;-;-;;BEG;-;-;-;;nein
251794;Q;de:09676:50922:0:2;de:09676:50922;Glanzstoffwerke, Tor 4 02;49,824485;9,146206;00000000;-;-;-;;BEG;-;-;-;;nein
251795;S;de:09676:50923;de:09676:50923;Mönchberg, Gh. Zur Brauerei;49,791237;9,263975;09676141;Mönchberg;;;;BEG;-;D925CC00C6EB;-;2026-12-12T00:00:00;nein
251796;Q;de:09676:50923:0:1;de:09676:50923;Mönchberg, Gh. Zur Brauerei 01;49,791243;9,264011;00000000;-;-;-;;BEG;-;-;-;;nein
251797;Q;de:09676:50923:0:2;de:09676:50923;Mönchberg, Gh. Zur Brauerei 02;49,791231;9,263939;00000000;-;-;-;;BEG;-;-;-;;nein
251798;S;de:09676:50929;de:09676:50929;Glanzstoffwerke Tor 1;49,833299;9,148712;09676121;Elsenfeld;;;;BEG;-;D925CC00C6F1;-;2026-12-11T00:00:00;nein
251799;Q;de:09676:50929:0:1;de:09676:50929;Glanzstoffwerke Tor 1 02;49,833299;9,148712;00000000;-;-;-;;BEG;-;-;-;;nein
251800;S;de:09676:50930;de:09676:50930;Elsenfeld, Volksschule;49,841885;9,16525;09676121;Elsenfeld;;;;BEG;-;D925CC00C6F2;-;1999-12-31T00:00:00;nein
251801;Q;de:09676:50930:0:1;de:09676:50930;Elsenfeld, Volksschule 01;49,841885;9,16525;00000000;-;-;-;;BEG;-;-;-;;nein
251802;Q;de:09676:50930:0:2;de:09676:50930;-;49,841879;9,16525;00000000;-;-;-;;BEG;-;-;-;;nein
251803;S;de:09676:50931;de:09676:50931;Trennfurt, Bahnunterführung;49,778373;9,177063;09676134;Klingenberg a. Main;;;;BEG;-;D925CC00C6F3;-;2026-12-11T00:00:00;nein
251804;Q;de:09676:50931:0:1;de:09676:50931;Trennfurt, Bahnunterführung 01;49,778373;9,177063;00000000;-;-;-;;BEG;-;-;-;;nein
251805;S;de:09676:50932;de:09676:50932;Wörth/M., Bahnbrücke;49,799083;9,153033;09676169;Wörth a. Main;;;;BEG;-;D925CC00C6F4;-;2026-12-11T00:00:00;nein
251806;Q;de:09676:50932:0:1;de:09676:50932;Wörth/M., Bahnbrücke 01;49,799083;9,153033;00000000;-;-;-;;BEG;-;-;-;;nein
251807;Q;de:09676:50932:0:2;de:09676:50932;Wörth/M., Bahnbrücke 02;49,799037;9,152952;00000000;-;-;-;;BEG;-;-;-;;nein
251808;S;de:09676:51002;de:09676:51002;Sulzbach/M., Mühlweg;49,911834;9,155899;09676160;Sulzbach a. Main;;;;BEG;-;D925CC00C73A;-;2026-12-12T00:00:00;nein
251809;Q;de:09676:51002:0:1;de:09676:51002;Sulzbach/M., Mühlweg 01;49,911834;9,155899;00000000;-;-;-;;BEG;-;-;-;;nein
251810;S;de:09676:51003;de:09676:51003;Sulzbach/M., Spottenberg;49,913882;9,1634;09676160;Sulzbach a. Main;;;;BEG;-;D925CC00C73B;-;2026-12-12T00:00:00;nein
251811;Q;de:09676:51003:0:1;de:09676:51003;Sulzbach/M., Spottenberg 01;49,913882;9,1634;00000000;-;-;-;;BEG;-;-;-;;nein
251812;S;de:09676:51010;de:09676:51010;Laudenbach, Schule;49,745523;9,176138;09676135;Laudenbach;;;;BEG;-;D925CC00C742;-;2026-12-12T00:00:00;nein
251813;Q;de:09676:51010:0:1;de:09676:51010;Laudenbach, Schule 01;49,745523;9,176138;00000000;-;-;-;;BEG;-;-;-;;nein
251814;S;de:09676:51011;de:09676:51011;Trennfurt, Zum Hochhäusel;49,77245;9,177512;09676134;Klingenberg a. Main;;;;BEG;-;D925CC00C743;-;2026-12-11T00:00:00;nein
251815;Q;de:09676:51011:0:1;de:09676:51011;Trennfurt, Zum Hochhäusel 01;49,771968;9,177512;00000000;-;-;-;;BEG;-;-;-;;nein
251816;Q;de:09676:51011:0:2;de:09676:51011;Trennfurt, Zum Hochhäusel 02;49,77245;9,177512;00000000;-;-;-;;BEG;-;-;-;;nein
251817;S;de:09676:51013;de:09676:51013;Kleinheubach, Raiffeisenbank;49,723019;9,209968;09676132;Kleinheubach;;;;BEG;-;D925CC00C745;-;2026-12-12T00:00:00;nein
251818;Q;de:09676:51013:0:1;de:09676:51013;Kleinheubach, Raiffeisenbank 01;49,722995;9,209951;00000000;-;-;-;;BEG;-;-;-;;nein
251819;Q;de:09676:51013:0:2;de:09676:51013;Kleinheubach, Raiffeisenbank 02;49,723036;9,209995;00000000;-;-;-;;BEG;-;-;-;;nein
251820;S;de:09676:51014;de:09676:51014;Kleinheubach, Hirschplatz;49,719766;9,215915;09676132;Kleinheubach;;;;BEG;-;D925CC00C746;-;2026-12-12T00:00:00;nein
251821;Q;de:09676:51014:0:1;de:09676:51014;Kleinheubach, Hirschplatz 01;49,719639;9,215915;00000000;-;-;-;;BEG;-;-;-;;nein
251822;Q;de:09676:51014:0:2;de:09676:51014;Kleinheubach, Hirschplatz 02;49,719894;9,215915;00000000;-;-;-;;BEG;-;-;-;;nein
